8.03	-29.88242204
8.08	-29.88596120
8.13	-29.88862717
8.18	-29.89039060
8.23	-29.89157437
8.28	-29.89193253
8.33	-29.89166429
8.38	-29.89070023
8.43	-29.88899096
8.48	-29.88695293
8.53	-29.88438870
